	KORS2	WTRS2	logFC	logCPM	F	PValue	FDR
16590	1427.69062247993	1525.3721830649	-0.110049156525792	5.40565873117845	9.04137825017788	0.00458250888373027	0.343239363863323
13638	648.563279517824	713.75020162471	-0.148242527207479	4.37124714054112	9.01772351899339	0.00463084264752274	0.345080894928989
100862338	98.3056006148647	118.238494550956	-0.346600531962714	1.70983320160555	8.9908529479168	0.00468640680187766	0.347439679786144
68728	7942.65186078119	7338.03080998701	0.0935549471254213	7.70370794754	8.97569762484512	0.00471805845380698	0.348010697422686
68498	230.848954130924	175.323452556716	0.323627830397709	2.49715838968934	8.96546540541077	0.00474418888433317	0.348170750900229
16800	6401.40132760076	5968.81703428275	0.0788281357615005	7.47366103181945	8.92738758645835	0.00482048206879572	0.349368910556126
84652	469.736308449671	541.249911626979	-0.185199913596127	4.03135147074967	8.92578624915197	0.00482391740693064	0.349368910556126
18563	2511.62093668035	2279.16914189	0.12172978328517	6.14589972356478	8.91992658855027	0.00483651034526189	0.349368910556126
13857	184.818485718957	221.041050959729	-0.268002573477877	2.67708480491263	8.91057188529987	0.00485668707813209	0.349368910556126
20408	1000.08755781768	1127.94020935124	-0.173379217111568	4.86881203359692	8.88366972741924	0.00491521243485116	0.351837201432622
19108	334.937713029516	366.352909034683	-0.171591277464788	3.4222739688139	8.85462473643981	0.0049792439514933	0.354673499309555
57440	3936.52280866238	4142.14005593945	-0.115269330458709	6.79499869284269	8.83702717963957	0.00501847074187061	0.355723894390839
108682	2420.95099713848	2171.15071504502	0.116624565153875	5.87325239821944	8.81470284598506	0.00506870842969316	0.355836367571606
18766	56.731999205213	100.593748491441	-0.687241609590902	0.875265668646112	9.04835749744656	0.00506903365820126	0.355836367571606
14696	935.141906746518	1069.79402637114	-0.239561031476682	4.9474194121516	9.00293483028476	0.00509352196414733	0.355836382985696
237831	370.590488573854	409.964905143364	-0.195788821403349	3.80255175690107	8.78507462516055	0.0051362115364972	0.356289088267275
14137	3719.16894004494	3462.77472846215	0.124996939365172	6.67614023387625	8.77949068919112	0.00514904057092615	0.356289088267275
216971	1425.50872216681	1282.47692882901	0.129513083834239	5.34641620795899	8.76597190320706	0.00518024145877207	0.356647258071282
73893	45.9791494730219	60.6036855121512	-0.408258613433738	0.532415224665041	8.74131487547366	0.0052376690633044	0.356647258071282
97827	5712.9460122223	5221.7417519381	0.110143336465349	7.25270828607192	8.73944537277872	0.00524205082454839	0.356647258071282
80911	1179.37484340543	1250.94512558969	-0.12007968285898	5.25462366088322	8.73503969948539	0.00525239234927082	0.356647258071282
59012	314.221901750896	275.05581433285	0.24697953390279	3.03237378314981	8.72092925760713	0.00528566066740298	0.35723690771178
22350	3748.33723082053	3406.27170093526	0.148276486950735	6.34304342627812	8.66251202171534	0.00549906982346477	0.366773244794154
20713	12154.5675151893	11359.424571196	0.159787963631489	8.36535388115336	8.76514397983918	0.00551666245358251	0.366773244794154
381199	8803.36191961722	8069.79467366475	0.0920983622015443	7.96720077402796	8.62425529635737	0.00551971818436636	0.366773244794154
15203	264.386878222594	209.022996424201	0.317673437545073	2.31672410767632	8.62475389131082	0.00552772284150573	0.366773244794154
269424	1227.50052073352	1380.98150179121	-0.1278590307165	5.28732257130281	8.58399706562072	0.00562042405335935	0.367916962073508
76000	111.010674692075	87.7103130973731	0.391708093849904	1.54131198955766	8.57847005565429	0.00563440206344926	0.367916962073508
58802	1766.95095053906	1632.2028195863	0.122709236334202	5.6078183165702	8.57593299682435	0.00564083078522118	0.367916962073508
16525	4151.86899710846	3882.06033569771	0.0974284869755946	6.68572027114364	8.57033250469976	0.00565504972612482	0.367916962073508
227541	8014.61089589826	8489.24451596306	-0.113353099118779	7.83798967103095	8.56384936906283	0.00567155732602475	0.367916962073508
71207	7000.64831134211	6777.16117244428	0.10211343063931	7.65532153176129	8.5388169173961	0.00573577968682064	0.36967520775675
215999	1173.33357717335	1082.88218656706	0.119191897649645	4.9940631260018	8.53349150330534	0.0057495421480301	0.36967520775675
654432	396.795541457479	352.639253567402	0.197571125541204	3.25206813951242	8.51844474382041	0.00578861811358494	0.370548060830408
12509	238.68089507792	192.452507279667	0.537218498881682	2.19447137479911	8.78434961313726	0.00587937550125801	0.374707041266579
21375	7093.81285106862	6749.25468160322	0.112301779649514	7.55950666658881	8.46057392425852	0.00594156667063827	0.377017053672685
22422	1543.49695398274	1343.60495973642	0.15104071978754	5.54201795902028	8.43700112805931	0.00600509822046617	0.37814297575153
